"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress"
253,"Dale's Blue Lounge","","1606 Lamar St","Wichita Falls","TX","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 4:17pm","8/13/2019 4:50pm","1969","1606 Lamar St, Wichita Falls, TX",-98.4867938,33.9030734,"1606 lamar st, wichita falls, tx 76301, usa"
254,"Office","","800 Travis","Wichita Falls","TX","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 4:17pm","8/13/2019 4:50pm","1969","800 Travis, Wichita Falls, TX",-98.4945038,33.9103207,"800 travis st, wichita falls, tx 76301, usa"
255,"Raven Room","","Rt 29 N","Charlottesville","VA","(YC) - Young and/or collegiate types,(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 4:17pm","8/13/2019 4:50pm","1969","Rt 29 N, Charlottesville, VA",-78.4953759,38.057153,"us-29, charlottesville, va, usa"
256,"Buddy's Jazz Lounge","","35th & Granby","Norfolk","VA","(YC) - Young and/or collegiate types,(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 4:17pm","8/13/2019 4:50pm","1969","35th & Granby, Norfolk, VA",-97.8286368,29.9723818,""
257,"Continental","","111 W Tazewell","Norfolk","VA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 4:17pm","8/13/2019 4:50pm","1969","111 W Tazewell, Norfolk, VA",-76.2914909,36.8492514,"111 w tazewell st, norfolk, va 23510, usa"
258,"Tiger Lounge","","7726 Hampton","Norfolk","VA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 4:45pm","8/13/2019 4:50pm","1969","7726 Hampton, Norfolk, VA",-76.3082984,36.9168574,"7726 hampton blvd, norfolk, va 23505, usa"
259,"Rene's","","206 N 8th St","Richmond","VA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 4:45pm","8/13/2019 4:50pm","1969","206 N 8th St, Richmond, VA",-77.435968,37.5408083,"206 n 8th st, richmond, va 23219, usa"
260,"Tradwinds","","717 Franklin Rd SW","Roanoke","VA","(M) - Mixed Crowds,""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/13/2019 4:45pm","8/13/2019 4:50pm","1969","717 Franklin Rd SW, Roanoke, VA",-79.946391,37.267094,"717 franklin rd sw, roanoke, va 24011, usa"
261,"Hotel Waverly","","22nd & Ocean","Virginia Beach","VA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,"8/13/2019 4:45pm","8/13/2019 4:48pm","1969","22nd & Ocean, Virginia Beach, VA",-122.9491178,49.1999616,"22nd street station, 649 22nd st, new westminster, bc v3m, canada"
262,"Jochebo's","(Also called Downstairs Club)","3 L Hwy (So Ft Mithchell)","Covington","KY","(*) - Very popular,(D) - Dancing","Bars/Clubs","",NA,"8/13/2019 4:45pm","8/13/2019 11:17pm","1969","3 L Hwy (So Ft Mithchell), Covington, KY",-84.5209798,39.0470242,"3214 madison pike, covington, ky 41017, usa"
263,"Residence Club","","Route 8 (Ludlow)","Covington","KY","(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 11:15pm","8/13/2019 11:18pm","1969","Route 8 (Ludlow), Covington, KY",-84.5091286,39.0860903,"ky-8, covington, ky, usa"
264,"Riverview Turkish Baths","","219 E 2nd St","Covington","KY","","Baths","",NA,"8/13/2019 11:15pm","8/13/2019 11:18pm","1969","219 E 2nd St, Covington, KY",-84.5077063,39.0900643,"219 e 2nd st, covington, ky 41011, usa"
265,"Fire Place","","825 Euclid","Lexington","KY","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 11:16pm","8/13/2019 11:19pm","1969","825 Euclid, Lexington, KY",-84.4905276,38.0299109,"825 euclid ave, lexington, ky 40502, usa"
266,"Gilded Cage","","E Main St","Lexington","KY","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 11:16pm","8/13/2019 11:19pm","1969","E Main St, Lexington, KY",-84.490225,38.040358,"e main st, lexington, ky, usa"
267,"Dinty Moore's","","427 Broadway","Louisville","KY","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 11:16pm","8/13/2019 11:20pm","1969","427 Broadway, Louisville, KY",-85.7592957,38.2470104,"427 w broadway, louisville, ky 40202, usa"
268,"Downtowner","(Back room best)","320 W Chestnut St","Louisville","KY","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 11:16pm","8/13/2019 11:20pm","1969","320 W Chestnut St, Louisville, KY",-85.7569645,38.2486646,"320 w chestnut st, louisville, ky 40202, usa"
269,"Queen Bee","","730 Logan","Louisville","KY","(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 11:16pm","8/13/2019 11:20pm","1969","730 Logan, Louisville, KY",-85.7386019,38.2431602,"730 logan st, louisville, ky 40204, usa"
